epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,1962.75,0.8255,0.56932,0.89299,0.89028,0.70387,0.76217,0.54232,0.884,0.6651,0.91198,0.000705829,0.000705829,0.000705829
106,1980.57,0.81719,0.56757,0.88956,0.86024,0.66242,0.74625,0.53352,0.90154,0.6893,0.91269,0.000703,0.000703,0.000703
107,1998.62,0.82521,0.558,0.88798,0.86522,0.68496,0.74464,0.52928,0.91733,0.69876,0.91512,0.000700171,0.000700171,0.000700171
108,2016.74,0.81894,0.55992,0.89027,0.89641,0.67841,0.75289,0.53623,0.8941,0.69468,0.90546,0.000697343,0.000697343,0.000697343
109,2034.94,0.79807,0.54947,0.88862,0.85082,0.71219,0.7519,0.53691,0.89481,0.68063,0.91031,0.000694514,0.000694514,0.000694514
110,2053.12,0.80439,0.54172,0.88525,0.86844,0.70412,0.75924,0.54313,0.90212,0.68569,0.91748,0.000691686,0.000691686,0.000691686
111,2071.67,0.80545,0.55016,0.87961,0.91612,0.67002,0.75496,0.53768,0.89853,0.68142,0.91374,0.000688857,0.000688857,0.000688857
112,2090.13,0.82519,0.54721,0.8882,0.86956,0.68175,0.74831,0.53829,0.91485,0.69164,0.92261,0.000686029,0.000686029,0.000686029
113,2108.37,0.82967,0.55547,0.89051,0.88821,0.67695,0.75442,0.53975,0.91564,0.70976,0.91111,0.0006832,0.0006832,0.0006832
114,2126.09,0.80973,0.5484,0.8883,0.87044,0.69683,0.75987,0.54505,0.91211,0.6647,0.91556,0.000680371,0.000680371,0.000680371
115,2143.74,0.81407,0.53851,0.88628,0.88206,0.70596,0.75713,0.54309,0.91316,0.67006,0.91873,0.000677543,0.000677543,0.000677543
116,2161.56,0.80097,0.52754,0.8812,0.88678,0.70076,0.76229,0.54823,0.90842,0.66096,0.91994,0.000674714,0.000674714,0.000674714
117,2179.63,0.78245,0.52163,0.88007,0.87751,0.70809,0.75485,0.53407,0.92118,0.6897,0.91887,0.000671886,0.000671886,0.000671886
118,2197.67,0.79228,0.52879,0.87936,0.87351,0.69747,0.75692,0.54387,0.89909,0.67354,0.91303,0.000669057,0.000669057,0.000669057
119,2216.01,0.79698,0.53941,0.88706,0.86324,0.69589,0.75126,0.53816,0.90421,0.68373,0.9129,0.000666229,0.000666229,0.000666229
120,2234.37,0.80485,0.5306,0.88444,0.89325,0.67815,0.75557,0.54521,0.91263,0.69999,0.9202,0.0006634,0.0006634,0.0006634
121,2253.31,0.81828,0.54343,0.88241,0.88258,0.67698,0.75629,0.53711,0.92372,0.68687,0.92177,0.000660571,0.000660571,0.000660571
122,2271.37,0.80167,0.53227,0.88249,0.84795,0.70247,0.75236,0.53459,0.90321,0.66689,0.93135,0.000657743,0.000657743,0.000657743
123,2289.46,0.78691,0.52765,0.88078,0.86592,0.71089,0.758,0.54086,0.90187,0.65322,0.92251,0.000654914,0.000654914,0.000654914
124,2308.43,0.79339,0.53305,0.88719,0.87994,0.69434,0.75315,0.54118,0.90901,0.69642,0.92697,0.000652086,0.000652086,0.000652086
125,2327.47,0.8077,0.54015,0.8837,0.90346,0.68854,0.75611,0.53008,0.90355,0.65207,0.91936,0.000649257,0.000649257,0.000649257
126,2345.69,0.78074,0.51951,0.8791,0.90028,0.66779,0.75064,0.53482,0.91519,0.68831,0.92957,0.000646429,0.000646429,0.000646429
127,2363.51,0.76462,0.50542,0.86825,0.90078,0.67274,0.75709,0.54869,0.89034,0.65835,0.91877,0.0006436,0.0006436,0.0006436
128,2381.3,0.79059,0.52533,0.8794,0.86916,0.68899,0.75267,0.54374,0.90839,0.66547,0.92413,0.000640771,0.000640771,0.000640771
129,2399.47,0.77437,0.50993,0.8771,0.85416,0.69981,0.75414,0.54436,0.89753,0.68038,0.91781,0.000637943,0.000637943,0.000637943
130,2417.71,0.77502,0.51337,0.87862,0.8628,0.71937,0.7579,0.53984,0.89696,0.66315,0.90822,0.000635114,0.000635114,0.000635114
131,2435.66,0.79456,0.52715,0.87387,0.89299,0.70135,0.7589,0.55142,0.89014,0.68313,0.90938,0.000632286,0.000632286,0.000632286
132,2453.55,0.78094,0.51249,0.87736,0.89869,0.68264,0.75936,0.54226,0.90811,0.6814,0.90949,0.000629457,0.000629457,0.000629457
133,2471.33,0.76368,0.50374,0.86885,0.88877,0.68459,0.75473,0.53932,0.89436,0.69091,0.90868,0.000626629,0.000626629,0.000626629
134,2489.71,0.79923,0.52458,0.88223,0.88269,0.68585,0.7663,0.557,0.87711,0.68275,0.90926,0.0006238,0.0006238,0.0006238
135,2508.07,0.78733,0.5137,0.87246,0.88017,0.71082,0.75953,0.55181,0.90144,0.69018,0.91208,0.000620971,0.000620971,0.000620971
136,2526.87,0.77717,0.50888,0.87441,0.85017,0.7019,0.75949,0.54971,0.89307,0.65955,0.91085,0.000618143,0.000618143,0.000618143
137,2545.31,0.76692,0.50619,0.86713,0.87642,0.68765,0.74714,0.53638,0.90608,0.69574,0.91914,0.000615314,0.000615314,0.000615314
138,2563.7,0.78377,0.52455,0.87766,0.90764,0.69898,0.76,0.5472,0.89041,0.6401,0.9102,0.000612486,0.000612486,0.000612486
