OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
71546,Quintara St&Cragmont Ave SE-FS/PS,QUINCRA1,QUINCRAG,6169,37.748976999999996,-122.467051,,CRAGMONT AVE,QUINTARA ST,FS,SE,,0,1724754766000,15652236,145,7,POINT (-122.467051 37.748977),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,44,44
70620,Bayshore Blvd&Arleta Ave/Blanken Ave N-FS/SI,BSHRARB0,,7399,37.712226,-122.402339,1,ARLETA AVE,BAYSHORE BLVD,,,,0,1724754766000,15649033,145,10,POINT (-122.402339 37.712226),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,9,1,89,89
72179,California St&Davis St S-MB/FL,CALIDAVS,,7294,37.793527,-122.39679699999999,,DAVIS ST,CALIFORNIA ST,,,,0,1724754766000,15652758,145,3,POINT (-122.396797 37.793527),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,8,108,108
72247,North Point St&Van Ness Ave SE-FS,N.PTV.N0,N.PTV.N.,5472,37.805045,-122.42495,,VAN NESS AVE,NORTH POINT ST,FS,SE,BZ,0,1724754766000,15651334,145,2,POINT (-122.42495 37.805045),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,6,32,98,98
71322,Bayshore Blvd&Alemany Blvd NW-NS/SB,BSHRALE1,,7313,37.738371,-122.407306,,ALEMANY BLVD,BAYSHORE BLVD,,,,0,1724754766000,15650436,145,9,POINT (-122.407306 37.738371),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,2,2,82,82
69207,15th Ave&Taraval St SE-NS/PS,15AVTAR0,15AVTARA,3266,37.743124,-122.47129699999999,1,TARAVAL ST,15TH AVE,NS,SE,,1,1724754766000,15643982,145,7,POINT (-122.471297 37.743124),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,46,46
70122,Leavenworth St&Sacramento St SE-NS,LEAVSAC1,LEAVSACO,4870,37.79206,-122.41586,,SACRAMENTO ST,LEAVENWORTH ST,NS,SE,BZ,1,1724754766000,15646691,145,3,POINT (-122.41586 37.79206),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,21,16,16
70661,20th Ave&Macy's-Stonestown E-MB/BZ,20AVMAC0,20AVMACY,3406,37.72887,-122.47568,,MACY'S,20TH AVE,MB,EA,BZ,0,1724754766000,15649231,145,7,POINT (-122.47568 37.72887),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,16,41,41
69941,Eddy St&Gough St SW-NS/BZ,EDDYGOU1,EDDYGOUG,4478,37.7824,-122.424201,,GOUGH ST,EDDY ST,NS,SW,BZ,0,1724754766000,15646451,145,5,POINT (-122.424201 37.7824),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,11,39,100,100
69424,Bosworth St&Mission St NW-FS/SB,BOSWMIS0,BOSWMISS,3703,37.733719,-122.426702,,MISSION ST,BOSWORTH ST,FS,NW,,0,1724754766000,15644973,145,8,POINT (-122.426702 37.733719),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,28,93,93
70823,Palou Ave&Newhall St W-NS/PS,PALUNEW1,PALUNEWH,5877,37.735029,-122.39292,,NEWHALL ST,PALOU AVE,NS,EA,SP,0,1724754766000,15651485,145,10,POINT (-122.39292 37.735029),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,87,87
70695,Laguna Honda Bl&Clarendon Ave SW-FS,LGHNCLD0,LGHNCLDN,4878,37.751118999999996,-122.46134599999999,,CLARENDON AVE,LAGUNA HONDA BLVD,MB,NE,,0,1724754766000,15649381,145,7,POINT (-122.461346 37.751119),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,8,41,45,45
71265,Park Presidio&Geary Blvd SW-FS/SB,PKPRGEA0,PKPRGEAR,5952,37.78027,-122.47247999999999,1,GEARY BLVD,PARK PRESIDIO BLVD,FS,SW,FL,1,1724754766000,15654015,145,1,POINT (-122.47248 37.78027),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,5,5
69964,Geneva Ave&Castillo St E-NS/PS,GNVACAS0,GNVACAST,4808,37.707944,-122.41827,1,CASTILLO ST,GENEVA AVE,NS,EA,,0,1724754766000,15646516,145,,POINT (-122.41827 37.707944),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,,,,,
70954,Ocean Ave&Lee St NE-NS/SI,OCENLEE1,OCENLEE,5794,37.723459,-122.453999,1,LEE AVE,OCEAN AVE,NS,NE,SI,0,1724754766000,15651644,145,11,POINT (-122.453999 37.723459),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,71,71
72257,Saint Francis Circle NE-FS/SI,STFRCIRC,STFRCIRC,7109,37.734825,-122.471446,1,JUNIPERO SERRA BLVD,WEST PORTAL AVE,NS,NW,,0,1724754766000,15651357,145,7,POINT (-122.471446 37.734825),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,46,46
69733,California St&Davis St NE-NS,CALIDAV0,CALIDAVS,3855,37.793589,-122.39746199999999,,DRUMM ST,CALIFORNIA ST,NS,NE,,0,1724754766000,15645405,145,3,POINT (-122.397462 37.793589),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,8,108,108
69338,Van Ness Ave&Eddy St NS-S/SI,V N EDD3,,8090,37.782854,-122.420785,,EDDY ST,VAN NESS AVE,,,,0,1724754766000,15644658,145,5,POINT (-122.420785 37.782854),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,10,36,20,20
72106,Noe St&29th St NW-FS/PS,NOE 29S0,NOE 29ST,5736,37.743311,-122.431179,,29TH ST,NOE ST,NS,NW,,0,1724754766000,15653167,145,8,POINT (-122.431179 37.743311),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,22,84,84
71193,16th St& Missouri St SE-FS/BZ,16STMIO0,,7763,37.766383999999995,-122.39702299999999,,CONNECTICUT ST,16TH ST,,,,0,1724754766000,15655364,145,10,POINT (-122.397023 37.766384),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,9,4,54,54
69514,Avalon Ave&Peru Ave SW-NS,AVLNPER1,AVLNPERU,3682,37.72508,-122.42342,,PERU AVE,AVALON AVE,NS,SW,FL,0,1724754766000,15645114,145,11,POINT (-122.42342 37.72508),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,1,7,90,90
71695,Pennsylvania AVE & 23rd ST NS  SE,PENN23S1,,7527,37.755015,-122.392791,,23RD ST,PENNSYLVANIA AVE,,,,0,1724754766000,15655229,145,10,POINT (-122.392791 37.755015),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,26,54,54
70950,Monterey Blvd&Saint Elmo Way NE-NS,MTRYSEL0,MTRYSELM,5441,37.730553,-122.460426,,SAINT ELMO WAY,MONTEREY BLVD,NS,NE,,0,1724754766000,15651632,145,7,POINT (-122.460426 37.730553),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,71,71
70445,Jackson St&Steiner St NE-NS/AB,JACKSTE0,JACKSTEI,5162,37.79235,-122.436109,,STEINER ST,JACKSON ST,NS,NE,,0,1724754766000,15647668,145,2,POINT (-122.436109 37.79235),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,30,102,102
72322,Visitacion Ave&Sawyer St SW-NS/PS,VISISAW1,VISISAWR,6853,37.71324,-122.41453,,SAWYER ST,VISITACION AVE,NS,WE,,0,1724754766000,15649910,145,10,POINT (-122.41453 37.71324),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,9,40,75,75
70125,Hudson Ave&Mendell St W-NS,HUDSMENW,HUDSMEND,5049,37.739000000000004,-122.38654,,MENDELL ST,HUDSON AVE,NS,WE,FL,0,1724754766000,15646695,145,10,POINT (-122.38654 37.739),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,86,86
72392,Daly City Bart Station W-FS/SI,DC.BARTI,,7842,37.706272999999996,-122.468632,,WEST STATION RD,BART ACCESS RD,,,,0,1724754766000,15655729,145,,POINT (-122.468632 37.706273),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,,,,,
72103,McAllister St&Laguna St SW-NS/BZ,MCALLGN1,MCALLGNA,5399,37.779205999999995,-122.42701,,LAGUNA ST,MCALLISTER ST,FS,SE,BZ,1,1724754766000,15653148,145,5,POINT (-122.42701 37.779206),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,11,39,97,97
70141,Harrison St&5th St W-FS/BZ,HARR 5S1,HARR 5ST,4969,37.778914,-122.402137,,5TH ST,HARRISON ST,FS,WE,BZ,0,1724754766000,15646928,145,6,POINT (-122.402137 37.778914),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,34,32,32
69490,20th St&Collingwood St NW-FS/SB,20STCLW0,20STCLWD,3414,37.757677,-122.43596600000001,,COLLINGWOOD ST,20TH ST,FS,NW,,0,1724754766000,15644778,145,8,POINT (-122.435966 37.757677),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,5,115,115
69317,24th St&Douglass St NE-NS/BZ,24STDOU0,24STDOUG,3468,37.751101999999996,-122.438361,,DOUGLASS ST,24TH ST,NS,NE,BZ,0,1724754766000,15644592,145,8,POINT (-122.438361 37.751102),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,22,84,84
71537,Market St&Stockton St N-NS/SI,MRKTSTO0,MRKTSTOK,5694,37.785776999999996,-122.40585899999999,2,GRANT AVE,MARKET ST,NS,NO,SI,0,1724754766000,15652199,145,6,POINT (-122.405859 37.785777),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,5,3,8,19,19
71548,Quintara St&Funston Ave SW-NS/PS,QUINFUN1,QUINFUNS,6171,37.748833999999995,-122.46964,,FUNSTON AVE,QUINTARA ST,NS,SW,,0,1724754766000,15652238,145,7,POINT (-122.46964 37.748834),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,44,44
71266,Park Presidio&Geary Blvd NE-FS/SB,PKPRGEA1,PKPRGEAR,5953,37.780775999999996,-122.472217,1,GEARY BLVD,PARK PRESIDIO BLVD,FS,NE,FL,1,1724754766000,15654021,145,1,POINT (-122.472217 37.780776),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,11,5,5
71731,24th St&Harrison St SE-FS/BZ,24STHAR1,24STHARR,3474,37.752587,-122.411744,,HARRISON ST,24TH ST,FS,SE,BZ,0,1724754766000,15650859,145,9,POINT (-122.411744 37.752587),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,2,20,53,53
70991,Marview Way&Panorama Dr S-FS/SB,MRVWPNR1,MRVWPNRM,5697,37.753617999999996,-122.450541,,PANORAMA DR,MARVIEW WAY,FS,SO,,0,1724754766000,15654729,145,7,POINT (-122.450541 37.753618),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,8,38,48,48
71733,25th Ave&Geary Blvd SE-NS/BZ,25AVGEA0,25AVGEAR,3501,37.779925,-122.484619,,GEARY BLVD,25TH AVE,NS,SE,BZ,0,1724754766000,15650863,145,1,POINT (-122.484619 37.779925),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,8,8
72404,Hudson Ave&Cashmere St SE-NS/PS,HUDSCAS1,HUDCAS1,8147,37.73565,-122.383348,,CASHMERE ST,HUDSON AVE,NS,SE,PS,0,1724754766000,15655763,145,10,POINT (-122.383348 37.73565),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,86,86
70839,Ashbury St&Haight St SE-NS/BZ,ASHBHAIT,ASHBHAIT,3662,37.769937,-122.446851,,HAIGHT ST,ASHBURY ST,NS,SE,BZ,0,1724754766000,15651536,145,5,POINT (-122.446851 37.769937),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,11,3,25,25
70805,22nd St & Iowa St SE-NS/BZ,22STIOWA,22STIOWA,3439,37.757674,-122.392308,,IOWA ST,22ND ST,FS,SE,,0,1724754766000,15650003,145,10,POINT (-122.392308 37.757674),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,26,54,54
72127,Rhode Island St&Southern Height NW,R ISSHG0,R ISSHGT,6204,37.758499,-122.40207,,SOUTHERN HEIGHTS AVE,RHODE ISLAND ST,NS,NW,,0,1724754766000,15649671,145,10,POINT (-122.40207 37.758499),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,26,54,54
72276,Plymouth Ave&Lobos St NW-NS,PLYMLOB0,PLYMLOBO,5965,37.71501,-122.45613,,LOBOS ST,PLYMOUTH AVE,NS,NW,FL,0,1724754766000,15652922,145,11,POINT (-122.45613 37.71501),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,1,24,81,81
69328,25th Ave&Clement St NW-NS/BZ,25AVCLM0,25AVCLMT,3495,37.782146999999995,-122.48497499999999,,CLEMENT ST,25TH AVE,NS,NW,BZ,1,1724754766000,15644621,145,1,POINT (-122.484975 37.782147),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,8,8
69614,23rd St&Kansas St SW-NS,23STKAN1,,3450,37.754447999999996,-122.402668,,KANSAS ST,23RD ST,,SW,,0,1724754766000,15645500,145,10,POINT (-122.402668 37.754448),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,26,54,54
70523,Ocean Ave&Balboa Park BART S-MB/BZ,OCENBAR1,OCENBART,5781,37.722941999999996,-122.447493,,I-280 N ON RAMP,OCEAN AVE,MB,SO,BZ,0,1724754766000,15648443,145,11,POINT (-122.447493 37.722942),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,1,28,94,94
70223,Judah St&31st Ave SE-FS/SI,JUDA31A1,JUDA31AV,5208,37.761105,-122.4895,1,31ST AVE,JUDAH ST,FS,SE,SI,0,1724754766000,15646884,145,4,POINT (-122.4895 37.761105),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,39,39
72135,Gilman Ave&Jennings St E-NS/PS,GLMNJEN1,GLMNJENN,4786,37.721413,-122.393595,,JENNINGS ST,GILMAN AVE,NS,EA,,0,1724754766000,15649693,145,10,POINT (-122.393595 37.721413),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,88,88
70875,Ulloa St&Forest Side Ave NE-NS/PS,ULOAFRS0,ULOAFRSD,6736,37.741535,-122.46847,,FOREST SIDE AVE,ULLOA ST,NS,NE,,0,1724754766000,15653640,145,7,POINT (-122.46847 37.741535),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,46,46
71347,Lombard St&Fillmore St SE-FS/BZ,LOMBFIL1,LOMBFILL,5274,37.799817999999995,-122.435878,,WEBSTER ST,LOMBARD ST,NS,SW,BZ,0,1724754766000,15651972,145,2,POINT (-122.435878 37.799818),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,13,15,15
70570,Palou Ave&3rd St E-NS/BZ,PALU_3S1,PALU_3ST,5863,37.734018999999996,-122.390825,,3RD ST,PALOU AVE,NS,NE,BZ,0,1724754766000,15648339,145,10,POINT (-122.390825 37.734019),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,86,86
70012,Felton St&Madison St SE-FS,FELTMAD1,FELTMADI,4590,37.725429999999996,-122.42211,,MADISON ST,FELTON ST,FS,SE,FL,0,1724754766000,15646540,145,11,POINT (-122.42211 37.72543),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,2,7,92,92
71943,7th St&Bryant St N-FS/BB,.7STBRY0,7STBRYT,6999,37.774587,-122.405005,,BRYANT ST,7TH ST,NS,EA,,0,1724754766000,15651042,145,6,POINT (-122.405005 37.774587),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,34,32,32
70494,Mission St&Cortland Ave NW-NS/BB,MISSCOR0,MISSCORT,5584,37.741079,-122.42287400000001,,KINGSTON ST,MISSION ST,NS,NO,BB,0,1724754766000,15648112,145,9,POINT (-122.422874 37.741079),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,2,2,83,83
69287,22nd Ave&Noriega St NE-FS/BZ,22AVNOR1,22AVNORI,3431,37.754337,-122.479611,,NORIEGA ST,22ND AVE,FS,NE,BZ,0,1724754766000,15644519,145,4,POINT (-122.479611 37.754337),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,39,39
69735,California St&Divisadero St NW-FS/BZ,CALIDIV0,CALIDIVI,3858,37.788087,-122.44087,1,DIVISADERO ST,CALIFORNIA ST,FS,NW,BZ,0,1724754766000,15645409,145,2,POINT (-122.44087 37.788087),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,6,30,102,102
71039,Myra Way&Molimo Dr NE-NS/PS,MYRAMLM0,MYRAMLMO,5453,37.737815999999995,-122.451491,,MOLIMO DR,MYRA WAY,NS,NE,,0,1724754766000,15651695,145,7,POINT (-122.451491 37.737816),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,8,41,72,72
71171,Brotherhood Way&Summit Way SE-FS/SB,BRHDSUM1,,7798,37.713588,-122.474474,,CHURCH ACCESS RD,BROTHERHOOD WY,,,,0,1724754766000,15655282,145,7,POINT (-122.474474 37.713588),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,16,42,42
69224,5th St&Mission St W-NS/BZ,.5STMIS0,5STMISS,3173,37.7826,-122.40647899999999,,MINNA ST,05TH ST,NS,WE,BZ,0,1724754766000,15644088,145,6,POINT (-122.406479 37.7826),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,34,32,32
71567,3rd St&Marin St SE-NS/SI,3ST MRN0,3ST MRN0,7353,37.748999,-122.387445,1,MARIN ST,3RD ST & MARIN,NS,SE,SI,0,1724754766000,15654376,145,10,POINT (-122.387445 37.748999),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,56,56
71114,Powell St&O'Farrell St NW-NS,POWLOFA1,POWLOFAR,6067,37.786508999999995,-122.408139,,OFARRELL ST,POWELL ST,NS,NW,,0,1724754766000,15650292,145,3,POINT (-122.408139 37.786509),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,36,19,19
69881,Duboce Ave&Noe St SW-NS/SB,DUBONOE1,DUBONOE.,4451,37.76911,-122.4337,1,NOE ST,DUBOCE AVE,NS,SW,,0,1724754766000,15645836,145,8,POINT (-122.4337 37.76911),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,5,5,28,28
72024,Crescent Ave&Folsom St SW-NS/PS,CRESFOL1,CRESFOLS,4196,37.73467,-122.413804,,FOLSOM ST,CRESCENT AVE,NS,SW,,0,1724754766000,15653123,145,9,POINT (-122.413804 37.73467),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,2,2,83,83
70263,Haight St&Buchanan St SW-NS/BZ,HAITBUC1,HAITBUCH,4942,37.772434,-122.427321,,BUCHANAN ST,HAIGHT ST,NS,SW,BZ,1,1724754766000,15647431,145,5,POINT (-122.427321 37.772434),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,11,9,27,27
72412,32nd Ave&Balboa St E-MB/BZ,32AVBBO1,32AVBBOA,3545,37.77668,-122.49195,,BALBOA ST,32ND AVE,MB,EA,BZ,1,1720006111000,15515240,145,1,POINT (-122.49195 37.77668),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,8,8
69397,Chestnut St&Laguna St NW-FS/BZ,CHESLGN0,CHESLGNA,3947,37.801486,-122.431475,,LAGUNA ST,CHESTNUT ST,FS,NW,BZ,1,1724754766000,15644912,145,2,POINT (-122.431475 37.801486),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,13,17,17
70889,Eddy St&Laguna St SE-FS/BZ,EDDYLGN1,EDDYLGNA,4485,37.782016999999996,-122.427227,,LAGUNA ST,EDDY ST,FS,SE,BZ,0,1724754766000,15653688,145,5,POINT (-122.427227 37.782017),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,11,39,100,100
72180,Potrero Ave&15th St NE-FS/BZ,POTR15S1,,7298,37.767334,-122.407623,1,15TH ST,POTRERO AVE,,,,0,1724754766000,15652760,145,6,POINT (-122.407623 37.767334),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,9,20,33,33
70979,Hyde St&Bay St E-MI,HYDEBAY0,HYDEBAY,5059,37.804795,-122.4201,,BAY ST,HYDE ST,MI,EA,,0,1724754766000,15654691,145,3,POINT (-122.4201 37.804795),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,6,32,107,107
71815,Clipper St&Grand View Ave N-NS/PS,CLIPGRV0,,8067,37.748291,-122.442452,,CLIPPER TER,CLIPPER ST,NS,NO,,0,1724754766000,15655545,145,8,POINT (-122.442452 37.748291),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,22,51,51
70781,3rd St&Evans Ave SW-FS/SI,3ST EVA1,3ST EVA1,7365,37.742726999999995,-122.388034,1,EVANS AVE,3RD ST,FS,SW,SI,0,1724754766000,15653481,145,10,POINT (-122.388034 37.742727),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,86,86
69939,Eddy St&Fillmore St NE-NS/BZ,EDDYFIL0,EDDYFILL,4475,37.7815,-122.432236,,FILLMORE ST,EDDY ST,NS,NE,BZ,0,1724754766000,15646447,145,5,POINT (-122.432236 37.7815),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,11,39,97,97
69225,Broadway&Stockton St SE-FS/BZ,BDWYSTO0,BDWYSTOK,3087,37.797591,-122.408294,,STOCKTON ST,BROADWAY,FS,SE,,0,1724754766000,15644095,145,3,POINT (-122.408294 37.797591),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,6,104,104
71645,Williams Ave&Reddy St NE-NS,WLMSRED0,WLMSREDY,6970,37.729729999999996,-122.39525,,REDDY ST,WILLIAMS AVE,NS,NE,FL,0,1724754766000,15652305,145,10,POINT (-122.39525 37.72973),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,87,87
69706,Clay St&Stockton St SE-FS/BZ,CLAYSTO1,CLAYSTOK,4029,37.794081999999996,-122.407561,1,STOCKTON ST,CLAY ST,FS,SE,BZ,1,1724754766000,15645730,145,3,POINT (-122.407561 37.794082),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,6,104,104
69550,California St&16TH Ave SW-NS/BZ,CALI16A1,CALI16AV,3834,37.784253,-122.475501,1,16TH AVE,CALIFORNIA ST,NS,SW,BZ,0,1724754766000,15645295,145,1,POINT (-122.475501 37.784253),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,5,5
71527,Quintara St&39th Ave SW-NS,QUIN39A1,QUIN39AV,6161,37.74763,-122.49763,,39TH AVE,QUINTARA ST,NS,SW,,0,1724754766000,15650681,145,4,POINT (-122.49763 37.74763),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,39,39
70708,The Embarcadero&Brannan St S-FS/SI,EMBRBRA1,EMBRBRAN,4506,37.784358999999995,-122.388138,1,BRANNAN ST,THE EMBARCADERO,NS,SO,SI,0,1724754766000,15649431,145,6,POINT (-122.388138 37.784359),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,8,31,31
71655,Silver Ave&Mission St SE-FS/BZ,SILVMIS0,SILVMISS,6415,37.72866,-122.431217,,MISSION ST,SILVER AVE,FS,SE,BZ,0,1724754766000,15652336,145,11,POINT (-122.431217 37.72866),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,1,7,90,90
69694,328 Corbett Ave NW-MB/SB,CRBTH328,CRBTH328,4164,37.759926,-122.44532699999999,,,CORBETT AVE,MB,NW,,0,1724754766000,15645704,145,8,POINT (-122.445327 37.759926),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,5,5,115,115
69214,15th Ave&Pacheco St NW-NS/PS,15AVPAC0,15AVPACH,3264,37.75081,-122.47196,,PACHECO ST,15TH AVE,NS,NW,FL,0,1724754766000,15644011,145,7,POINT (-122.47196 37.75081),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,14,44,44
69676,Geary Blvd&22ND Ave NW-FS/BZ,GEAR22A0,GEAR22AV,4267,37.780246999999996,-122.481754,1,22ND AVE,GEARY BLVD,NS,NE,BZ,0,1724754766000,15645661,145,1,POINT (-122.481754 37.780247),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,8,8
69772,Crescent Ave&Agnon Ave SE-FS/PS,CRESAGN0,CRESAGNO,4188,37.735074,-122.42182199999999,,AGNON AVE,CRESCENT AVE,FS,SE,,0,1724754766000,15645924,145,9,POINT (-122.421822 37.735074),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,2,2,93,93
70248,Mission St&13th St NE-FS/BZ,MISS13S1,MISS13ST,5546,37.770469999999996,-122.41978,,13TH ST,MISSION ST,FS,NE,BZ,1,1724754766000,15647357,145,6,POINT (-122.41978 37.77047),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,20,32,32
69921,The Embarcadero&Folsom St S-FS/SI,EMBRFOL1,EMBRFOLS,4509,37.790481,-122.389692,1,FOLSOM ST,THE EMBARCADERO,NS,SO,SI,0,1724754766000,15646351,145,6,POINT (-122.389692 37.790481),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,8,30,30
70018,Fulton St&8TH Ave NW-FS/BZ,FULT 8A0,FULT 8AV,4734,37.773469999999996,-122.466049,,8TH AVE,FULTON ST,FS,NW,BZ,0,1724754766000,15646559,145,1,POINT (-122.466049 37.77347),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,11,5,5
69645,Bayshore Blvd&Boutwell St NE-FS/BZ,BSHRBOU1,BSHRBOUT,3775,37.73488,-122.40588,1,BOUTWELL ST,BAY SHORE BLVD,FS,NE,BZ,0,1724754766000,15645562,145,10,POINT (-122.40588 37.73488),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,87,87
69890,Geneva Ave&Santos St E-NS/PS,GNVASANE,GNVASANT,4899,37.708368,-122.419954,1,SANTOS ST,GENEVA ST,NS,EA,,0,1724754766000,15646254,145,10,POINT (-122.419954 37.708368),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,9,40,74,74
72323,Van Ness Ave&Pacific St NS-S/SI,V N PAC3,,8094,37.794784,-122.423199,,PACIFIC AVE,VAN NESS AVE,,,,0,1724754766000,15649917,145,3,POINT (-122.423199 37.794784),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,3,32,105,105
71619,Bryant St&16TH St SE-NS/BZ,BRYT16S1,BRYT16ST,3730,37.76549,-122.41040000000001,,16TH ST,BRYANT ST,NS,SE,BZ,1,1724754766000,15650794,145,9,POINT (-122.4104 37.76549),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,9,20,53,53
