epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
153,3026.27,0.72717,0.46831,0.89637,0.93466,0.76277,0.86261,0.60564,0.95175,0.60335,0.99351,0.00039808,0.00039808,0.00039808
154,3045.49,0.73542,0.47735,0.90124,0.87461,0.79618,0.86,0.59965,0.97992,0.58473,0.99743,0.00039412,0.00039412,0.00039412
155,3065.4,0.7511,0.47973,0.89231,0.89294,0.78125,0.85847,0.59737,0.97574,0.58072,0.9986,0.00039016,0.00039016,0.00039016
156,3085.16,0.73346,0.47302,0.8962,0.90236,0.77718,0.85805,0.60252,0.95084,0.58674,0.99626,0.0003862,0.0003862,0.0003862
157,3103.94,0.73959,0.4802,0.8939,0.93403,0.7814,0.86426,0.60312,0.94814,0.59046,0.99037,0.00038224,0.00038224,0.00038224
158,3123.16,0.72981,0.47152,0.88765,0.91763,0.77274,0.8663,0.61,0.93621,0.56925,0.98517,0.00037828,0.00037828,0.00037828
159,3142.24,0.73261,0.48105,0.89392,0.8888,0.79962,0.86221,0.59828,0.95339,0.59129,0.98959,0.00037432,0.00037432,0.00037432
160,3161.26,0.7375,0.48458,0.89116,0.90696,0.77311,0.86076,0.60157,0.94929,0.59132,0.98816,0.00037036,0.00037036,0.00037036
161,3181.01,0.73952,0.47074,0.89342,0.92833,0.77928,0.86369,0.60526,0.94317,0.58611,0.98516,0.0003664,0.0003664,0.0003664
162,3201.3,0.75266,0.48567,0.90222,0.8911,0.80121,0.86056,0.61378,0.93446,0.57002,0.98798,0.00036244,0.00036244,0.00036244
163,3220.52,0.75581,0.48338,0.89853,0.93112,0.77095,0.85833,0.6153,0.93599,0.5605,0.9925,0.00035848,0.00035848,0.00035848
164,3239.77,0.7253,0.46578,0.89261,0.92742,0.77226,0.85711,0.60349,0.95842,0.5843,0.99549,0.00035452,0.00035452,0.00035452
165,3258.83,0.71457,0.4602,0.89194,0.9255,0.78243,0.86033,0.61459,0.93969,0.57582,0.98134,0.00035056,0.00035056,0.00035056
166,3277.81,0.71371,0.46003,0.89143,0.92149,0.78696,0.86026,0.60845,0.93083,0.57553,0.98608,0.0003466,0.0003466,0.0003466
167,3297.63,0.72427,0.46259,0.89076,0.91871,0.79829,0.86255,0.60631,0.94393,0.56998,0.98745,0.00034264,0.00034264,0.00034264
168,3318.5,0.70024,0.45231,0.87745,0.92517,0.77979,0.85962,0.60518,0.93754,0.5894,0.98043,0.00033868,0.00033868,0.00033868
169,3338.19,0.72133,0.45679,0.89174,0.9332,0.78327,0.86562,0.61127,0.93415,0.56929,0.97914,0.00033472,0.00033472,0.00033472
170,3356.85,0.69816,0.44671,0.88687,0.90489,0.80592,0.86488,0.61096,0.94627,0.55616,0.98726,0.00033076,0.00033076,0.00033076
171,3375.96,0.70959,0.45376,0.89078,0.91579,0.78953,0.86343,0.60941,0.94207,0.55897,0.98472,0.0003268,0.0003268,0.0003268
172,3395.25,0.69527,0.44783,0.88104,0.9198,0.77862,0.86352,0.60978,0.95038,0.56617,0.98981,0.00032284,0.00032284,0.00032284
173,3414.81,0.7026,0.44263,0.88263,0.91011,0.79003,0.86082,0.61017,0.94887,0.56451,0.99153,0.00031888,0.00031888,0.00031888
174,3434.99,0.70405,0.4507,0.89019,0.9224,0.78992,0.86226,0.60785,0.94563,0.58327,0.9939,0.00031492,0.00031492,0.00031492
175,3454.73,0.70625,0.45839,0.88228,0.92669,0.78747,0.86604,0.60917,0.95469,0.58555,0.99661,0.00031096,0.00031096,0.00031096
176,3473.92,0.70073,0.45528,0.88709,0.92724,0.75876,0.86369,0.61106,0.94138,0.57356,0.98745,0.000307,0.000307,0.000307
177,3492.94,0.70867,0.45884,0.88483,0.93426,0.76012,0.85821,0.60913,0.94229,0.57759,0.98214,0.00030304,0.00030304,0.00030304
178,3512,0.70151,0.44469,0.88445,0.93212,0.78316,0.86129,0.60837,0.94839,0.5685,0.99115,0.00029908,0.00029908,0.00029908
