epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,587.615,0.66269,0.47684,0.85706,0.90331,0.81692,0.89085,0.64801,0.9575,0.67393,0.97793,0.000601384,0.000601384,0.000601384
141,591.864,0.66525,0.46317,0.84325,0.92044,0.82179,0.89103,0.64819,0.94294,0.65883,0.97448,0.000597718,0.000597718,0.000597718
142,596.037,0.68692,0.46738,0.86068,0.89207,0.81599,0.88393,0.63886,0.9695,0.67483,0.983,0.000594052,0.000594052,0.000594052
143,600.035,0.70664,0.48016,0.85614,0.8939,0.82102,0.87745,0.63387,0.98579,0.68919,0.98505,0.000590385,0.000590385,0.000590385
144,603.893,0.68314,0.47483,0.85878,0.88336,0.83882,0.87561,0.63975,0.98102,0.7011,0.98341,0.000586719,0.000586719,0.000586719
145,608.072,0.68161,0.46577,0.86136,0.95034,0.8216,0.88342,0.64457,0.97843,0.68383,0.98651,0.000583053,0.000583053,0.000583053
146,612.301,0.67413,0.48722,0.86395,0.94377,0.84184,0.88853,0.64901,0.99717,0.66631,0.99116,0.000579386,0.000579386,0.000579386
147,616.25,0.69128,0.48107,0.86197,0.93278,0.84372,0.88529,0.64245,0.98842,0.65279,0.99082,0.00057572,0.00057572,0.00057572
148,620.386,0.68282,0.46292,0.86235,0.9323,0.81205,0.88244,0.64481,0.96587,0.66577,0.97632,0.000572054,0.000572054,0.000572054
149,624.434,0.68647,0.46833,0.84842,0.89127,0.83758,0.87092,0.63312,0.96024,0.67764,0.97901,0.000568388,0.000568388,0.000568388
150,628.528,0.6813,0.45462,0.88255,0.92305,0.81544,0.87126,0.63963,0.93991,0.68257,0.9705,0.000564721,0.000564721,0.000564721
151,632.516,0.64958,0.46178,0.83675,0.92893,0.82383,0.87663,0.64303,0.9496,0.70516,0.97597,0.000561055,0.000561055,0.000561055
152,636.646,0.64236,0.4554,0.84142,0.93467,0.82076,0.88654,0.64436,0.96581,0.69694,0.9726,0.000557389,0.000557389,0.000557389
153,640.75,0.63752,0.44953,0.84497,0.92169,0.83691,0.89145,0.65565,0.95435,0.67716,0.96964,0.000553722,0.000553722,0.000553722
154,644.845,0.66956,0.46025,0.86346,0.92074,0.83331,0.8876,0.66086,0.93915,0.67435,0.9681,0.000550056,0.000550056,0.000550056
155,648.775,0.67087,0.45406,0.84928,0.93349,0.8164,0.88175,0.65217,0.9359,0.66731,0.96438,0.00054639,0.00054639,0.00054639
156,652.714,0.65157,0.45662,0.86127,0.90577,0.83184,0.88498,0.64886,0.93831,0.67696,0.96833,0.000542723,0.000542723,0.000542723
157,656.752,0.60776,0.45292,0.85799,0.8955,0.85051,0.88079,0.65004,0.94076,0.67122,0.97064,0.000539057,0.000539057,0.000539057
158,660.679,0.6527,0.45025,0.84528,0.9297,0.83024,0.88434,0.64907,0.95643,0.68102,0.97142,0.000535391,0.000535391,0.000535391
159,664.699,0.64966,0.44003,0.84955,0.91766,0.83785,0.88417,0.66428,0.91942,0.68499,0.9612,0.000531725,0.000531725,0.000531725
160,668.604,0.66998,0.46583,0.85879,0.92309,0.82931,0.88321,0.66434,0.90864,0.67098,0.9579,0.000528058,0.000528058,0.000528058
161,672.476,0.63447,0.44793,0.84277,0.91815,0.83351,0.88353,0.65765,0.94536,0.66925,0.97709,0.000524392,0.000524392,0.000524392
162,676.436,0.66708,0.45641,0.85247,0.94636,0.82105,0.88892,0.65929,0.93312,0.65055,0.97771,0.000520726,0.000520726,0.000520726
163,680.281,0.6495,0.45784,0.84491,0.92227,0.85819,0.90059,0.66501,0.92969,0.62367,0.97622,0.000517059,0.000517059,0.000517059
164,684.232,0.64881,0.4595,0.84458,0.9377,0.84795,0.89626,0.65731,0.93135,0.63109,0.97215,0.000513393,0.000513393,0.000513393
165,688.075,0.61727,0.43459,0.85165,0.93253,0.84376,0.8878,0.65928,0.94678,0.64922,0.96475,0.000509727,0.000509727,0.000509727
166,692.041,0.64438,0.44709,0.85468,0.9627,0.82337,0.89166,0.65884,0.95454,0.66278,0.96735,0.00050606,0.00050606,0.00050606
167,695.979,0.63856,0.46087,0.86125,0.944,0.83142,0.89126,0.66521,0.94459,0.6687,0.9622,0.000502394,0.000502394,0.000502394
168,699.936,0.65037,0.44408,0.85471,0.9409,0.83418,0.8942,0.66354,0.93428,0.66606,0.9555,0.000498728,0.000498728,0.000498728
169,703.985,0.63532,0.44108,0.84968,0.95096,0.80903,0.88926,0.66,0.93626,0.67454,0.95489,0.000495062,0.000495062,0.000495062
170,707.981,0.63844,0.45332,0.85338,0.91434,0.82115,0.8852,0.65948,0.94353,0.67598,0.96004,0.000491395,0.000491395,0.000491395
171,711.923,0.61134,0.43021,0.85604,0.91994,0.81737,0.89205,0.65558,0.93009,0.6454,0.95832,0.000487729,0.000487729,0.000487729
172,716.073,0.63126,0.44308,0.85489,0.91907,0.82028,0.88857,0.66044,0.93594,0.64937,0.96537,0.000484063,0.000484063,0.000484063
173,720.167,0.65154,0.44043,0.85064,0.94829,0.83038,0.88978,0.66223,0.95344,0.66505,0.96757,0.000480396,0.000480396,0.000480396
174,724.372,0.65486,0.45607,0.85691,0.92125,0.84742,0.88867,0.66185,0.94455,0.65535,0.969,0.00047673,0.00047673,0.00047673
175,728.263,0.63566,0.43521,0.84198,0.89251,0.84522,0.89092,0.65691,0.94468,0.66205,0.97015,0.000473064,0.000473064,0.000473064
176,732.23,0.62839,0.43544,0.84632,0.91059,0.8426,0.88671,0.65653,0.94848,0.65358,0.96442,0.000469397,0.000469397,0.000469397
177,736.212,0.61425,0.42199,0.84513,0.90639,0.85389,0.8933,0.65936,0.94357,0.64261,0.96336,0.000465731,0.000465731,0.000465731
178,740.203,0.61379,0.44313,0.83538,0.93413,0.83728,0.89798,0.66832,0.93436,0.63864,0.96065,0.000462065,0.000462065,0.000462065
179,744.141,0.604,0.42158,0.84631,0.93564,0.84728,0.89279,0.67169,0.92296,0.64653,0.9601,0.000458399,0.000458399,0.000458399
180,748.06,0.64284,0.44296,0.84849,0.91763,0.85531,0.89197,0.66613,0.91964,0.64744,0.95779,0.000454732,0.000454732,0.000454732
181,752.005,0.6367,0.43454,0.85101,0.92116,0.8552,0.89584,0.66668,0.92217,0.64207,0.95928,0.000451066,0.000451066,0.000451066
182,755.984,0.62209,0.43959,0.85118,0.93425,0.84177,0.90068,0.66982,0.91603,0.62937,0.95501,0.0004474,0.0004474,0.0004474
